pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.29344,0.016753,0.39946,0.33474,0.33927,0.34311,0.37039,0.40847,0.47344,0.41487
-0.32451,0.043094,0.42463,0.33333,0.36616,0.38733,0.40078,0.46069,0.53063,0.46616
-0.31599,0.030505,0.42298,0.33333,0.36572,0.38661,0.41377,0.48052,0.55281,0.48423
-0.35756,0.067635,0.4286,0.33333,0.35119,0.36272,0.4019,0.46219,0.52845,0.46975
-0.34753,0.05246,0.41101,0.33333,0.35658,0.37158,0.38868,0.4398,0.51379,0.45244
-0.3504,0.050432,0.40646,0.33333,0.33396,0.33437,0.34735,0.37863,0.45842,0.39551
-0.31915,0.01561,0.39623,0.33333,0.3281,0.32472,0.33894,0.36587,0.44169,0.38657
-0.31775,0.010604,0.40316,0.33333,0.32161,0.31404,0.33256,0.35961,0.43441,0.37299
-0.29589,-0.013318,0.40659,0.33333,0.32917,0.32649,0.33517,0.36232,0.43357,0.37227
-0.30445,-0.0099101,0.41394,0.33333,0.32567,0.32072,0.33854,0.36754,0.43401,0.38241
-0.30777,-0.0086637,0.41047,0.33333,0.32855,0.32546,0.33793,0.36713,0.42931,0.37598
-0.30036,-0.020096,0.41116,0.33333,0.33252,0.332,0.34639,0.38026,0.46256,0.3858
-0.32555,0.0035813,0.40193,0.33333,0.332,0.33113,0.34089,0.37078,0.44575,0.37958
-0.33092,0.0077056,0.41393,0.33333,0.33238,0.33176,0.34462,0.37651,0.44637,0.3864
-0.30836,-0.017489,0.42324,0.33333,0.33757,0.3403,0.34468,0.37237,0.44755,0.41571
-0.31273,-0.017184,0.42992,0.33333,0.32944,0.32692,0.33352,0.35624,0.44476,0.38261
-0.30239,-0.027856,0.43355,0.33333,0.32736,0.3235,0.33087,0.35028,0.44086,0.38379
-0.3228,-0.0099063,0.4295,0.33333,0.32791,0.32441,0.33117,0.34887,0.43267,0.39296
-0.31869,-0.015934,0.43284,0.33333,0.32892,0.32607,0.33145,0.34665,0.43018,0.39287
-0.32028,-0.015428,0.41725,0.33333,0.33131,0.33001,0.33275,0.33901,0.40276,0.39413
-0.32436,-0.011031,0.40771,0.33333,0.32691,0.32277,0.33073,0.34487,0.41924,0.38575
-0.3145,-0.022893,0.40558,0.33333,0.33154,0.33038,0.33177,0.33742,0.39527,0.37143
-0.30077,-0.036266,0.41286,0.33333,0.3272,0.32324,0.32437,0.33703,0.40482,0.36437
-0.29947,-0.037332,0.39576,0.33333,0.33075,0.32908,0.32883,0.34433,0.41488,0.38201
-0.29688,-0.038446,0.40843,0.33333,0.33182,0.33085,0.32979,0.33847,0.39388,0.37656
-0.28193,-0.055076,0.42183,0.33333,0.33985,0.34406,0.34123,0.36178,0.4327,0.41795
-0.31764,-0.018852,0.39847,0.33333,0.34543,0.35323,0.34892,0.37181,0.43982,0.41933
-0.31949,-0.013893,0.42422,0.33333,0.34031,0.34481,0.34154,0.36451,0.43283,0.40001
-0.31379,-0.018465,0.41647,0.33333,0.33942,0.34335,0.34382,0.36989,0.43973,0.40075
